Name,HOMFLY (vector)
11a_270,{0; 3; {-1; 2; 1; 0; -1; 1}; {-2; 2; -1; 2; -1; -3; 1}; {-1; 2; 2; -1; -2; 1}; {0; 1; -1; -1}}
11a_271,{0; 3; {0; 4; 1; 0; 1; -2; 1}; {1; 4; -2; 5; -5; 1}; {0; 3; -1; 0; 5; -3}; {1; 2; 1; 2}}
11a_272,{0; 3; {0; 2; 2; -2; 1}; {-2; 2; -1; 1; 2; -4; 1}; {-1; 2; 2; 0; -2; 1}; {0; 1; -1; -1}}
11a_273,{0; 3; {-4; -1; 1; -2; 0; 2}; {-4; 0; 1; -5; 4; 1; -1}; {-3; 0; -3; 5; 1; -1}; {-2; -1; 2; 1}}
11a_274,{0; 4; {-2; 1; 2; -5; 5; -1}; {-2; 1; 2; -10; 11; -4}; {-2; 1; 1; -7; 11; -3}; {-1; 1; -2; 5; -1}; {0; 0; 1}}
11a_275,{0; 3; {1; 5; 1; 1; -3; 4; -2}; {1; 5; 2; 2; -6; 7; -1}; {1; 4; 1; -1; -6; 3}; {2; 3; -1; -2}}
11a_276,{0; 3; {2; 5; 3; -3; 2; -1}; {1; 5; 1; 4; -5; 5; -1}; {1; 4; 1; 0; -5; 3}; {2; 3; -1; -2}}
11a_277,{0; 4; {0; 2; 3; -4; 2}; {0; 3; 3; -10; 7; -2}; {0; 3; 3; -10; 7; -1}; {0; 2; 1; -5; 2}; {1; 1; -1}}
11a_278,{0; 3; {-1; 2; 2; -2; 0; 1}; {-1; 3; 1; -4; -1; 2; -1}; {-1; 2; 1; -2; -1; 2}; {0; 1; -1; -1}}
11a_279,{0; 3; {-2; 1; 2; -5; 5; -1}; {-2; 2; 1; -9; 10; -1; -2}; {-1; 2; -3; 8; 2; -1}; {0; 1; 2; 1}}
11a_280,{0; 2; {-3; 0; 1; -1; -1; 2}; {-2; 2; -3; 0; 3; -1; -1}; {-1; 1; 2; 3; 1}}
11a_281,{0; 4; {-1; 2; -1; 5; -5; 2}; {-1; 2; -2; 9; -12; 4}; {-1; 2; -1; 7; -11; 3}; {0; 2; 2; -5; 1}; {1; 1; -1}}
11a_282,{0; 4; {0; 0; 1}; {-2; 1; 2; -6; 6; -2}; {-2; 1; 3; -9; 7; -1}; {-2; 0; 1; -5; 2}; {-1; -1; -1}}
11a_283,{0; 3; {-4; -1; 1; -3; 2; 1}; {-4; 0; 1; -6; 7; 0; -1}; {-3; 0; -3; 6; 1; -1}; {-2; -1; 2; 1}}
11a_284,{0; 4; {0; 3; 1; -1; 2; -1}; {0; 3; 1; -4; 6; -2}; {0; 3; 2; -6; 6; -1}; {0; 2; 1; -4; 2}; {1; 1; -1}}
11a_285,{0; 3; {0; 0; 1}; {-1; 2; -1; 1; 1; -1}; {-2; 1; 1; -1; 0; 2}; {-1; 0; -1; -1}}
11a_286,{0; 4; {-1; 1; -1; 3; -1}; {-1; 2; -2; 8; -8; 3}; {-1; 2; -1; 7; -10; 3}; {0; 2; 2; -5; 1}; {1; 1; -1}}
11a_287,{0; 4; {-2; 0; 1; -2; 2}; {-2; 1; 2; -6; 4; -1}; {-2; 1; 1; -6; 6; -2}; {-1; 1; -2; 4; -1}; {0; 0; 1}}
11a_288,{0; 4; {-1; 1; -1; 3; -1}; {-1; 2; -2; 6; -4; 1}; {-1; 2; -2; 7; -5; 1}; {-1; 1; -1; 4; -2}; {0; 0; 1}}
11a_289,{0; 4; {-1; 2; -1; 4; -3; 1}; {-1; 2; -3; 9; -8; 2}; {-1; 2; -3; 10; -7; 1}; {-1; 1; -1; 5; -2}; {0; 0; 1}}
11a_290,{0; 3; {-3; 0; -1; 2; -1; 1}; {-3; 1; -1; 6; -6; 1; 1}; {-2; 1; 3; -6; -1; 1}; {-1; 0; -2; -1}}
11a_291,{0; 3; {4; 6; 6; -6; 1}; {3; 6; 1; 16; -6; -2}; {3; 6; 3; 13; 1; -1}; {3; 5; 1; 3; 1}}
11a_292,{0; 2; {3; 5; 2; 1; -2}; {3; 6; 6; 5; -2; -1}; {2; 5; 1; 4; 4; 1}}
11a_293,{0; 4; {-3; 0; -4; 8; -4; 1}; {-3; 0; -5; 17; -11; 3}; {-3; 0; -4; 14; -9; 1}; {-3; -1; -1; 6; -2}; {-2; -2; 1}}
11a_294,{0; 3; {-3; -2; -2; 3}; {-3; 1; -2; 6; 0; -2; 1}; {-3; 0; -1; 3; 1; -2}; {-2; -1; 1; 1}}
11a_295,{0; 3; {-5; -2; -2; 4; -4; 3}; {-5; -1; -1; 8; -8; 4; 2}; {-4; -1; 3; -7; -1; 1}; {-3; -2; -2; -1}}
11a_296,{0; 2; {-5; -1; -1; 1; 0; 0; 1}; {-4; 0; 3; 0; -2; 2; 1}; {-3; -1; -2; -3; -1}}
11a_297,{0; 3; {-3; 0; -1; 3; -3; 2}; {-2; 1; 3; -4; 0; 1}; {-3; 0; -1; 1; -1; -2}; {-2; -1; 1; 1}}
11a_298,{0; 3; {4; 6; 6; -6; 1}; {3; 6; 2; 15; -7; -1}; {3; 6; 3; 12; 0; -1}; {3; 5; 1; 3; 1}}
11a_299,{0; 2; {3; 5; 2; 1; -2}; {2; 6; 1; 5; 4; -1; -1}; {2; 5; 1; 3; 3; 1}}
11a_300,{0; 4; {-2; 0; 2; -4; 3}; {-2; 1; 2; -9; 8; -3}; {-2; 1; 1; -7; 10; -3}; {-1; 1; -2; 5; -1}; {0; 0; 1}}
11a_301,{0; 4; {-3; -1; -1; 1; 1}; {-3; 0; -1; 4; -2; 1}; {-3; 0; -1; 5; -6; 2}; {-2; 0; 2; -4; 1}; {-1; -1; -1}}
11a_302,{0; 4; {-4; -1; 1; -2; 0; 2}; {-4; -1; 2; -5; 2; 1}; {-4; -1; 1; -6; 5; -2}; {-3; -1; -2; 4; -1}; {-2; -2; 1}}
11a_303,{0; 3; {-1; 3; 1; 0; -2; 3; -1}; {-1; 3; 1; 0; -7; 6; -1}; {-1; 2; 1; -1; -6; 3}; {0; 1; -1; -2}}
11a_304,{0; 3; {1; 5; 1; 2; -5; 5; -2}; {1; 5; 2; 3; -9; 8; -1}; {1; 4; 1; -1; -7; 3}; {2; 3; -1; -2}}
11a_305,{0; 4; {-2; 1; -1; 1; 2; -1}; {-2; 1; 2; -5; 7; -2}; {-2; 1; 3; -9; 7; -1}; {-2; 0; 1; -5; 2}; {-1; -1; -1}}
11a_306,{0; 4; {-4; -2; 1; -4; 4}; {-4; -1; 2; -10; 14; -4}; {-4; -1; 1; -8; 14; -4}; {-3; -1; -2; 6; -1}; {-2; -2; 1}}
11a_307,{0; 3; {-4; -1; 1; -3; 2; 1}; {-4; 0; 1; -5; 4; 3; -2}; {-3; 0; -2; 3; 3; -1}; {-2; -1; 1; 1}}
11a_308,{0; 4; {2; 5; 2; -2; 3; -2}; {2; 5; 7; -9; 11; -3}; {2; 5; 5; -12; 9; -1}; {2; 4; 1; -6; 2}; {3; 3; -1}}
11a_309,{0; 3; {2; 5; 2; -1; 1; -1}; {1; 5; 2; 1; -1; 4; -1}; {1; 4; 1; -2; -2; 2}; {2; 3; -1; -1}}
11a_310,{0; 3; {1; 5; 1; 0; -1; 3; -2}; {1; 5; 3; -1; -2; 6; -1}; {1; 4; 1; -3; -3; 2}; {2; 3; -1; -1}}
11a_311,{0; 2; {1; 5; 1; 0; 0; 1; -1}; {0; 4; 1; 1; -1; 1; 2}; {1; 3; -1; -2; -1}}
11a_312,{0; 3; {-4; -2; 1; -4; 4}; {-4; 0; 1; -7; 9; 1; -2}; {-3; 0; -3; 7; 2; -1}; {-2; -1; 2; 1}}
11a_313,{0; 2; {-4; -1; 1; -3; 2; 1}; {-3; 1; -3; 3; 2; 0; -1}; {-2; 0; 2; 2; 1}}
11a_314,{0; 4; {0; 2; 2; -2; 1}; {0; 3; 1; -5; 5; -2}; {0; 3; 2; -6; 6; -1}; {0; 2; 1; -4; 2}; {1; 1; -1}}
11a_315,{0; 4; {-1; 2; -2; 6; -4; 1}; {-1; 2; -4; 12; -9; 2}; {-1; 2; -3; 11; -7; 1}; {-1; 1; -1; 5; -2}; {0; 0; 1}}
11a_316,{0; 4; {-1; 2; -3; 8; -5; 1}; {-1; 2; -6; 17; -11; 2}; {-1; 2; -4; 15; -8; 1}; {-1; 1; -1; 6; -2}; {0; 0; 1}}
11a_317,{0; 3; {-3; 0; -2; 5; -4; 2}; {-3; 1; -1; 8; -9; 2; 1}; {-2; 1; 3; -7; -1; 1}; {-1; 0; -2; -1}}
11a_318,{0; 3; {3; 6; 1; 2; -1; -1}; {3; 6; 3; 11; -2; -2}; {3; 6; 3; 11; 1; -1}; {3; 5; 1; 3; 1}}
11a_319,{0; 3; {4; 5; 5; -4}; {3; 6; 2; 14; -4; -2}; {3; 6; 3; 12; 1; -1}; {3; 5; 1; 3; 1}}
11a_320,{0; 2; {3; 5; 1; 3; -3}; {2; 6; 1; 4; 7; -2; -1}; {2; 5; 1; 3; 4; 1}}
11a_321,{0; 3; {-5; -2; -2; 3; -2; 2}; {-5; -1; -1; 7; -5; 3; 2}; {-4; -1; 3; -6; -1; 1}; {-3; -2; -2; -1}}
11a_322,{0; 3; {-3; 0; -2; 4; -2; 1}; {-3; 1; -1; 5; -2; -1; 1}; {-3; 0; -1; 2; 0; -2}; {-2; -1; 1; 1}}
11a_323,{0; 3; {-2; 2; -1; 1; 3; -3; 1}; {-2; 2; -2; 3; 4; -5; 1}; {-2; 1; -1; 3; 3; -2}; {-1; 0; 1; 1}}
11a_324,{0; 2; {-5; -2; -1; 1; -1; 2}; {-4; 0; 3; -1; 1; 1; 1}; {-3; -1; -2; -2; -1}}
11a_325,{0; 2; {-4; 0; -1; 2; 0; -2; 2}; {-3; 1; 3; -1; -4; 1; 1}; {-2; 0; -2; -3; -1}}
11a_326,{0; 4; {-1; 1; -2; 5; -2}; {-1; 2; -4; 11; -6; 1}; {-1; 2; -3; 11; -6; 1}; {-1; 1; -1; 5; -2}; {0; 0; 1}}
11a_327,{0; 3; {2; 3; 3; -2}; {1; 4; -1; 7; -4; 1}; {0; 3; -1; 0; 5; -3}; {1; 2; 1; 2}}
11a_328,{0; 3; {2; 5; 4; -5; 3; -1}; {1; 5; 1; 5; -8; 6; -1}; {1; 4; 1; 0; -6; 3}; {2; 3; -1; -2}}
11a_329,{0; 2; {3; 6; 1; 4; -5; 1}; {3; 6; 5; 8; -4; -1}; {2; 5; 1; 4; 5; 1}}
11a_330,{0; 4; {-3; 0; -3; 7; -5; 2}; {-3; 0; -5; 16; -12; 3}; {-3; 0; -4; 14; -9; 1}; {-3; -1; -1; 6; -2}; {-2; -2; 1}}
11a_331,{0; 3; {-3; 1; -2; 4; -1; -1; 1}; {-3; 1; -2; 6; -1; -3; 1}; {-3; 0; -1; 3; 1; -2}; {-2; -1; 1; 1}}
11a_332,{0; 4; {-1; 2; -2; 6; -4; 1}; {-1; 2; -2; 8; -7; 2}; {-1; 2; -2; 7; -6; 1}; {-1; 1; -1; 4; -2}; {0; 0; 1}}
11a_333,{0; 2; {-4; -1; 1; -2; 0; 2}; {-3; 1; -2; 0; 3; 0; -1}; {-2; 0; 1; 2; 1}}
11a_334,{0; 4; {4; 6; 3; 0; -2}; {4; 6; 13; 6; -7}; {4; 6; 16; 11; -5}; {4; 6; 7; 6; -1}; {4; 5; 1; 1}}
11a_335,{0; 3; {3; 6; 1; 1; 1; -2}; {3; 6; 4; 8; 2; -3}; {3; 6; 4; 8; 3; -1}; {3; 5; 1; 2; 1}}
11a_336,{0; 3; {4; 6; 4; -2; -1}; {3; 6; 3; 11; 0; -3}; {3; 6; 4; 9; 3; -1}; {3; 5; 1; 2; 1}}
11a_337,{0; 2; {3; 6; 1; 2; -1; -1}; {2; 6; 1; 5; 5; 0; -1}; {2; 5; 1; 3; 3; 1}}
11a_338,{0; 4; {4; 6; 4; -2; -1}; {4; 6; 16; -1; -4}; {4; 6; 17; 6; -4}; {4; 6; 7; 5; -1}; {4; 5; 1; 1}}
11a_339,{0; 3; {3; 6; 2; -1; 2; -2}; {3; 6; 7; 1; 5; -3}; {3; 6; 5; 3; 4; -1}; {3; 5; 1; 1; 1}}
11a_340,{0; 3; {4; 5; 5; -4}; {3; 6; 4; 10; -2; -2}; {3; 6; 4; 8; 2; -1}; {3; 5; 1; 2; 1}}
11a_341,{0; 2; {3; 6; 2; 0; 0; -1}; {2; 6; 2; 4; 3; 1; -1}; {2; 5; 1; 2; 2; 1}}
11a_342,{0; 2; {2; 6; 1; 0; 0; 2; -2}; {2; 6; 3; 2; 2; 3; -1}; {2; 5; 1; 1; 1; 1}}
11a_343,{0; 1; {2; 6; 1; 0; 1; 0; -1}; {1; 5; 1; 2; 2; 2; 1}}
11a_344,{0; 3; {2; 5; 3; -3; 2; -1}; {1; 5; 2; 3; -6; 6; -1}; {1; 4; 1; -1; -6; 3}; {2; 3; -1; -2}}
11a_345,{0; 2; {1; 5; 1; 1; -2; 2; -1}; {0; 4; 1; 1; 0; -2; 3}; {1; 3; -1; -2; -2}}
11a_346,{0; 4; {0; 3; 2; -4; 5; -2}; {0; 3; 3; -12; 15; -5}; {0; 3; 1; -9; 14; -4}; {1; 3; -2; 6; -1}; {2; 2; 1}}
11a_347,{0; 3; {-1; 3; 1; 0; -3; 5; -2}; {-1; 3; 1; -3; -2; 6; -2}; {0; 3; -2; 1; 3; -1}; {1; 2; 1; 1}}
11a_348,{0; 4; {1; 3; 3; -3; 1}; {1; 4; 2; -1; -3; 2}; {1; 4; -2; 4; -6; 1}; {1; 3; -1; 4; -2}; {2; 2; 1}}
11a_349,{0; 3; {0; 3; 1; 1; -2; 1}; {1; 4; 1; -2; -1; 1}; {0; 3; -1; 1; 0; -2}; {1; 2; 1; 1}}
11a_350,{0; 4; {-1; 1; 2; -3; 2}; {0; 2; -1; -2; 1}; {-1; 2; -2; 5; -5; 1}; {-1; 1; -1; 4; -2}; {0; 0; 1}}
11a_351,{0; 4; {-1; 1; 1; -1; 1}; {0; 2; 1; -4; 2}; {-1; 2; -2; 5; -6; 1}; {-1; 1; -1; 4; -2}; {0; 0; 1}}
11a_352,{0; 3; {-1; 1; 2; -3; 2}; {0; 3; -2; 1; -2; 1}; {-1; 2; -1; 1; 1; -2}; {0; 1; 1; 1}}
11a_353,{0; 3; {4; 6; 4; -2; -1}; {3; 6; 2; 14; -3; -2}; {3; 6; 3; 12; 1; -1}; {3; 5; 1; 3; 1}}
11a_354,{0; 2; {4; 5; 5; -4}; {2; 6; 1; 4; 8; -2; -1}; {2; 5; 1; 3; 4; 1}}
11a_355,{0; 4; {4; 6; 2; 2; -3}; {4; 6; 13; 7; -7}; {4; 6; 16; 11; -5}; {4; 6; 7; 6; -1}; {4; 5; 1; 1}}
11a_356,{0; 3; {4; 6; 3; 0; -2}; {3; 6; 4; 9; 2; -3}; {3; 6; 4; 8; 3; -1}; {3; 5; 1; 2; 1}}
11a_357,{0; 3; {4; 6; 4; -2; -1}; {3; 6; 4; 10; -1; -2}; {3; 6; 4; 8; 2; -1}; {3; 5; 1; 2; 1}}
11a_358,{0; 3; {3; 6; 1; 0; 3; -3}; {3; 6; 6; 3; 7; -4}; {3; 6; 5; 4; 5; -1}; {3; 5; 1; 1; 1}}
11a_359,{0; 2; {3; 6; 1; 1; 1; -2}; {2; 6; 2; 4; 4; 2; -1}; {2; 5; 1; 2; 2; 1}}
11a_360,{0; 2; {3; 6; 1; 2; -1; -1}; {2; 6; 2; 4; 4; 1; -1}; {2; 5; 1; 2; 2; 1}}
11a_361,{0; 2; {4; 6; 4; -2; -1}; {2; 6; 2; 3; 7; 0; -1}; {2; 5; 1; 2; 3; 1}}
11a_362,{0; 1; {3; 6; 1; 2; -1; -1}; {1; 5; 1; 2; 3; 3; 1}}
11a_363,{0; 1; {3; 6; 2; 0; 0; -1}; {1; 5; 1; 2; 3; 2; 1}}
11a_364,{0; 4; {4; 6; 1; 4; -4}; {4; 6; 10; 14; -10}; {4; 6; 15; 16; -6}; {4; 6; 7; 7; -1}; {4; 5; 1; 1}}
11a_365,{0; 3; {4; 6; 2; 2; -3}; {3; 6; 3; 10; 4; -4}; {3; 6; 4; 9; 4; -1}; {3; 5; 1; 2; 1}}
11a_366,{0; 2; {4; 6; 3; 0; -2}; {2; 6; 1; 5; 6; 1; -1}; {2; 5; 1; 3; 3; 1}}
11a_367,{0; 5; {5; 6; 6; -5}; {5; 6; 35; -20}; {5; 6; 56; -21}; {5; 6; 36; -8}; {5; 6; 10; -1}; {5; 5; 1}}
11n_1,{0; 2; {-5; -1; -1; 2; -2; 1; 1}; {-4; -1; 2; -2; 2; 1}; {-3; -3; -1}}
11n_2,{0; 3; {1; 5; 2; -1; -1; 2; -1}; {1; 4; 3; -2; -2; 3}; {1; 4; 1; -3; -3; 1}; {2; 3; -1; -1}}
11n_3,{0; 2; {-3; 1; -1; 3; -2; 0; 1}; {-2; 1; 3; -4; -1; 1}; {-1; 0; -2; -1}}
11n_4,{0; 3; {-1; 2; -1; 4; -3; 1}; {-1; 2; -1; 5; -6; 2}; {0; 2; 2; -4; 1}; {1; 1; -1}}
11n_5,{0; 3; {0; 2; 3; -4; 2}; {0; 3; 2; -7; 4; -1}; {1; 3; -3; 3; -1}; {2; 2; 1}}
11n_6,{0; 3; {-3; 1; -2; 5; -3; 0; 1}; {-3; 1; -1; 7; -7; 0; 1}; {-2; -1; 2; -5}; {-1; -1; -1}}
11n_7,{0; 3; {-1; 3; 1; -2; 2; 1; -1}; {-1; 1; 1; -4; 4}; {0; 2; -2; 3; -1}; {1; 1; 1}}
11n_8,{0; 3; {-4; -1; -1; 1; 0; 1}; {-4; -1; -1; 4; -2; 2}; {-3; -1; 2; -3; 1}; {-2; -2; -1}}
11n_9,{0; 4; {2; 5; 5; -8; 6; -2}; {2; 5; 10; -17; 12; -2}; {2; 4; 6; -16; 7}; {2; 4; 1; -7; 1}; {3; 3; -1}}
11n_10,{0; 3; {-5; -2; -1; 2; -3; 3}; {-5; -2; -1; 4; -4; 5}; {-4; -2; 2; -3; 2}; {-3; -3; -1}}
11n_11,{0; 3; {0; 3; 1; -2; 4; -2}; {0; 3; 1; -4; 7; -2}; {1; 3; -2; 4; -1}; {2; 2; 1}}
11n_12,{0; 2; {0; 3; 1; -1; 2; -1}; {1; 3; -1; 3; -1}; {2; 2; 1}}
11n_13,{0; 4; {2; 5; 4; -6; 5; -2}; {2; 5; 10; -15; 10; -1}; {2; 4; 6; -16; 6}; {2; 4; 1; -7; 1}; {3; 3; -1}}
11n_14,{0; 3; {-5; -2; -2; 4; -4; 3}; {-5; -2; -1; 6; -6; 6}; {-4; -2; 2; -4; 2}; {-3; -3; -1}}
11n_15,{0; 3; {0; 3; 2; -4; 5; -2}; {0; 3; 1; -6; 9; -3}; {1; 3; -2; 5; -1}; {2; 2; 1}}
11n_16,{0; 3; {1; 5; 1; 1; -2; 2; -1}; {1; 4; 3; 0; -4; 4}; {1; 4; 1; -3; -4; 1}; {2; 3; -1; -1}}
11n_17,{0; 2; {-5; -1; -1; 1; 0; 0; 1}; {-4; -1; 2; 0; 0; 2}; {-3; -2; -1; -1}}
11n_18,{0; 2; {-1; 3; 1; -1; 0; 2; -1}; {0; 3; -2; 1; 2; -1}; {1; 2; 1; 1}}
11n_19,{0; 3; {-3; 0; -1; 4; -5; 3}; {-2; 0; 5; -10; 4}; {-2; 0; 1; -6; 1}; {-1; -1; -1}}
11n_20,{0; 2; {-2; 1; 1; -1; 0; 1}; {-2; 1; 1; -2; -2; 1}; {-1; 0; -1; -1}}
11n_21,{0; 3; {-1; 2; -1; 4; -3; 1}; {-1; 2; -1; 5; -6; 2}; {0; 2; 2; -4; 1}; {1; 1; -1}}
11n_22,{0; 3; {2; 4; 4; -4; 1}; {1; 4; -1; 7; -5; 1}; {1; 3; -1; 4; -2}; {2; 2; 1}}
11n_23,{0; 4; {1; 4; -3; 10; -7; 1}; {1; 4; -7; 22; -11; 1}; {1; 3; -5; 18; -6}; {1; 3; -1; 7; -1}; {2; 2; 1}}
11n_24,{0; 3; {-1; 1; -2; 5; -2}; {-1; 1; -3; 8; -3}; {-1; 1; -1; 5; -1}; {0; 0; 1}}
11n_25,{0; 3; {0; 3; 2; -3; 3; -1}; {0; 3; 1; -5; 6; -2}; {1; 3; -2; 4; -1}; {2; 2; 1}}
11n_26,{0; 3; {0; 3; 1; -2; 4; -2}; {0; 3; 2; -5; 6; -1}; {0; 2; 1; -4; 2}; {1; 1; -1}}
11n_27,{0; 4; {2; 5; 6; -9; 5; -1}; {2; 5; 11; -19; 10; -1}; {2; 4; 6; -17; 6}; {2; 4; 1; -7; 1}; {3; 3; -1}}
11n_28,{0; 2; {-1; 3; 1; 0; -2; 3; -1}; {0; 3; -1; -2; 3; -1}; {2; 2; 1}}
11n_29,{0; 2; {0; 4; 2; -3; 2; 1; -1}; {0; 3; 2; -4; 1; 2}; {1; 2; -2; -1}}
11n_30,{0; 3; {1; 5; 3; -2; -2; 3; -1}; {1; 4; 4; -4; -4; 4}; {1; 4; 1; -4; -4; 1}; {2; 3; -1; -1}}
11n_31,{0; 3; {1; 5; 3; -3; 0; 2; -1}; {1; 4; 4; -6; 1; 2}; {1; 2; 1; -5}; {2; 2; -1}}
11n_32,{0; 3; {-2; 2; 1; -1; -1; 3; -1}; {0; 2; -4; 4; -1}; {-1; 1; 1; -3; 2}; {0; 0; -1}}
11n_33,{0; 3; {-1; 2; 2; -2; 0; 1}; {-1; 2; 1; -5; 2; -1}; {0; 2; -2; 3; -1}; {1; 1; 1}}
11n_34,{0; 3; {-2; 1; 2; -6; 7; -2}; {-2; 1; 3; -11; 11; -3}; {-2; 1; 1; -6; 6; -1}; {-1; 0; -1; 1}}
11n_35,{0; 3; {2; 5; 5; -7; 4; -1}; {2; 5; 8; -12; 7; -1}; {2; 4; 3; -8; 3}; {3; 3; -2}}
11n_36,{0; 4; {0; 3; 2; -4; 5; -2}; {0; 3; 5; -12; 9; -1}; {0; 2; 4; -13; 5}; {0; 2; 1; -6; 1}; {1; 1; -1}}
11n_37,{0; 3; {-2; 0; 2; -4; 3}; {-2; 0; 3; -8; 3}; {-2; 0; 1; -5; 1}; {-1; -1; -1}}
11n_38,{0; 2; {-2; 1; 2; -3; 1; 1}; {-2; -1; 1; -4}; {-1; -1; -1}}
11n_39,{0; 3; {-1; 2; -3; 8; -5; 1}; {-1; 2; -4; 13; -9; 2}; {-1; 2; -1; 7; -5; 1}; {0; 1; 1; -1}}
11n_40,{0; 3; {1; 4; -2; 8; -6; 1}; {1; 4; -4; 15; -8; 1}; {1; 3; -2; 9; -3}; {2; 2; 2}}
11n_41,{0; 4; {1; 4; -1; 6; -5; 1}; {1; 4; -4; 14; -8; 1}; {1; 3; -4; 13; -5}; {1; 3; -1; 6; -1}; {2; 2; 1}}
11n_42,{0; 3; {-2; 1; 2; -6; 7; -2}; {-2; 1; 3; -11; 11; -3}; {-2; 1; 1; -6; 6; -1}; {-1; 0; -1; 1}}
11n_43,{0; 3; {2; 5; 5; -7; 4; -1}; {2; 5; 8; -12; 7; -1}; {2; 4; 3; -8; 3}; {3; 3; -2}}
11n_44,{0; 4; {0; 3; 2; -4; 5; -2}; {0; 3; 5; -12; 9; -1}; {0; 2; 4; -13; 5}; {0; 2; 1; -6; 1}; {1; 1; -1}}
11n_45,{0; 3; {-1; 2; -3; 8; -5; 1}; {-1; 2; -4; 13; -9; 2}; {-1; 2; -1; 7; -5; 1}; {0; 1; 1; -1}}
11n_46,{0; 3; {1; 4; -2; 8; -6; 1}; {1; 4; -4; 15; -8; 1}; {1; 3; -2; 9; -3}; {2; 2; 2}}
11n_47,{0; 4; {1; 4; -1; 6; -5; 1}; {1; 4; -4; 14; -8; 1}; {1; 3; -4; 13; -5}; {1; 3; -1; 6; -1}; {2; 2; 1}}
11n_48,{0; 3; {-2; 1; 2; -3; 1; 1}; {-2; 0; 3; -8; 2}; {-2; 0; 1; -5; 1}; {-1; -1; -1}}
11n_49,{0; 2; {-2; 2; 2; -3; 2; -1; 1}; {-2; 1; 1; -4; 0; -1}; {-1; -1; -1}}
11n_50,{0; 2; {-3; -1; -1; 1; 1}; {-3; 0; -1; 2; 2; -1}; {-2; -1; 1; 1}}
11n_51,{0; 3; {0; 3; 2; -4; 5; -2}; {0; 3; 3; -8; 7; -1}; {0; 2; 1; -5; 2}; {1; 1; -1}}
11n_52,{0; 3; {0; 3; 3; -5; 4; -1}; {0; 3; 2; -8; 7; -2}; {1; 3; -3; 4; -1}; {2; 2; 1}}
11n_53,{0; 3; {-2; 1; 2; -5; 5; -1}; {-2; 1; 3; -9; 6; -1}; {-2; 0; 1; -5; 2}; {-1; -1; -1}}
11n_54,{0; 3; {1; 4; -1; 6; -5; 1}; {1; 4; -2; 10; -6; 1}; {1; 3; -1; 5; -2}; {2; 2; 1}}
11n_55,{0; 3; {-1; 2; -2; 6; -4; 1}; {-1; 2; -2; 8; -7; 2}; {0; 2; 3; -4; 1}; {1; 1; -1}}
11n_56,{0; 3; {-1; 2; -2; 6; -4; 1}; {-1; 2; -3; 9; -6; 1}; {-1; 1; -1; 5; -2}; {0; 0; 1}}
11n_57,{0; 4; {2; 5; 5; -7; 4; -1}; {2; 5; 10; -16; 9; -1}; {2; 4; 6; -16; 6}; {2; 4; 1; -7; 1}; {3; 3; -1}}
11n_58,{0; 3; {-2; 1; 1; -4; 6; -2}; {-2; 1; 1; -6; 9; -3}; {-1; 1; -2; 5; -1}; {0; 0; 1}}
11n_59,{0; 3; {2; 5; 4; -5; 3; -1}; {2; 5; 6; -7; 5; -1}; {2; 4; 2; -4; 2}; {3; 3; -1}}
11n_60,{0; 4; {0; 3; 3; -6; 6; -2}; {0; 3; 7; -17; 11; -1}; {0; 2; 5; -17; 6}; {0; 2; 1; -7; 1}; {1; 1; -1}}
11n_61,{0; 4; {1; 4; -2; 8; -6; 1}; {1; 4; -6; 19; -10; 1}; {1; 3; -5; 17; -6}; {1; 3; -1; 7; -1}; {2; 2; 1}}
11n_62,{0; 2; {-2; 2; 1; -2; 1; 2; -1}; {-1; 2; -2; 1; 2; -1}; {0; 1; 1; 1}}
11n_63,{0; 2; {1; 5; 2; -1; -1; 2; -1}; {1; 4; 2; -1; -1; 2}; {2; 3; -1; -1}}
11n_64,{0; 3; {0; 4; 3; -4; 1; 2; -1}; {0; 3; 4; -7; -2; 4}; {0; 3; 1; -5; -4; 1}; {1; 2; -1; -1}}
11n_65,{0; 2; {-3; 0; -1; -1; 5; -2}; {-3; 0; -1; 1; 6; -2}; {-2; -1; 1; 2}}
11n_66,{0; 3; {1; 3; 4; -5; 2}; {0; 3; -1; 5; -7; 2}; {0; 2; -1; 3; -3}; {1; 1; 1}}
11n_67,{0; 2; {-1; 3; 2; -2; -1; 3; -1}; {-1; 3; 1; -4; -1; 3; -1}; {0; 2; -1; 0; 1}}
11n_68,{0; 2; {0; 4; 2; -2; 0; 2; -1}; {0; 3; 2; -3; -2; 3}; {1; 2; -2; -2}}
11n_69,{0; 3; {1; 5; 2; 0; -3; 3; -1}; {1; 4; 3; -1; -5; 4}; {1; 4; 1; -3; -4; 1}; {2; 3; -1; -1}}
11n_70,{0; 3; {0; 2; 4; -6; 3}; {0; 2; 4; -11; 4}; {0; 2; 1; -6; 1}; {1; 1; -1}}
11n_71,{0; 3; {1; 4; -3; 11; -9; 2}; {1; 4; -5; 18; -10; 1}; {1; 3; -2; 10; -3}; {2; 2; 2}}
11n_72,{0; 3; {2; 5; 7; -11; 6; -1}; {2; 5; 9; -16; 8; -1}; {2; 4; 3; -9; 3}; {3; 3; -2}}
11n_73,{0; 3; {-1; 2; -4; 11; -8; 2}; {-1; 2; -4; 15; -12; 3}; {-1; 2; -1; 7; -6; 1}; {0; 1; 1; -1}}
